id,gender,department,start_date,salary,job_title,region_id
948,Male,Tools,2008-02-13,47271,Programmer Analyst IV,1
949,Male,Shoes,2005-12-25,59363,Programmer Analyst IV,1
950,Female,Shoes,2008-07-22,68364,Professor,5
951,Female,Toys,2012-12-17,115975,Social Worker,7
952,Female,Shoes,2008-10-21,53905,Editor,7
953,Male,Grocery,2003-09-03,115360,Social Worker,6
954,Female,Electronics,2011-07-19,120108,Computer Systems Analyst II,5
955,Male,Clothing,2005-04-18,59234,VP Product Management,7
956,Female,Grocery,2007-01-28,76812,Biostatistician III,7
957,Female,Games,2012-05-08,42347,VP Product Management,3
958,Male,Tools,2003-12-05,82164,Compensation Analyst,1
959,Male,Music,2000-11-29,114695,Statistician IV,1
960,Male,Computers,2002-12-31,47541,Payment Adjustment Coordinator,2
961,Female,Baby,2011-11-14,116355,Structural Engineer,5
962,Female,Health,2000-10-13,48339,Engineer III,5
963,Female,Clothing,2012-06-20,58697,Teacher,4
964,Male,Garden,2002-03-02,127268,Nurse Practicioner,4
965,Male,Games,2014-04-02,115541,Pharmacist,6
966,Female,Industrial,2008-02-13,54876,Research Associate,2
967,Female,Beauty,2012-08-13,55081,Mechanical Systems Engineer,5
968,Male,Beauty,2009-09-26,123017,Speech Pathologist,6
969,Male,Clothing,2014-07-05,85294,Media Manager I,4
970,Male,Kids,2004-08-05,54470,Accounting Assistant IV,2
971,Female,Outdoors,2011-06-11,148889,Help Desk Operator,4
972,Female,Baby,2008-01-10,94049,Senior Financial Analyst,7
973,Female,Movies,2009-05-11,51132,Assistant Manager,4
974,Male,Toys,2002-06-14,87422,Research Nurse,3
975,Female,Garden,2014-09-15,88439,Media Manager III,2
976,Male,Beauty,2005-02-25,110749,Legal Assistant,7
977,Male,Beauty,2006-10-26,137911,Accountant IV,4
978,Male,Electronics,2009-06-18,93665,Health Coach I,3
979,Male,Baby,2009-12-31,90068,Quality Control Specialist,6
980,Female,Home,2014-12-19,83704,Editor,5
981,Male,Beauty,2011-06-27,116767,Environmental Tech,3
982,Female,Toys,2000-08-26,54599,Assistant Media Planner,3
983,Female,Sports,2014-02-17,94685,Research Nurse,4
984,Male,Jewelery,2004-10-20,91608,Staff Scientist,5
985,Male,Electronics,2006-02-28,118791,Safety Technician IV,1
986,Male,Beauty,2002-11-27,115888,Librarian,6
987,Female,Tools,2000-12-17,60743,Civil Engineer,5
988,Female,Beauty,2005-04-17,117962,Accountant III,7
989,Female,Music,2004-03-07,67817,Registered Nurse,7
990,Male,Kids,2003-08-06,76229,Business Systems Development Analyst,4
991,Female,Electronics,2009-12-13,62286,Senior Sales Associate,2
992,Male,Outdoors,2006-10-30,121713,Director of Sales,5
993,Female,Books,2009-03-07,139486,Product Engineer,7
994,Female,Health,2002-10-29,141375,Desktop Support Technician,7
995,Female,Jewelery,2010-04-05,83404,Pharmacist,2
996,Female,Games,2013-11-17,78433,Accountant II,7
997,Female,Computers,2007-04-16,120138,Statistician IV,1
998,Female,Games,2010-02-13,60363,Account Coordinator,1
999,Male,Industrial,2004-09-22,48050,Graphic Designer,2
1000,Male,Baby,2003-11-07,148687,General Manager,3
